Date, Open, High, Low, Close, Volume
3/25/2020,109.05,111.4,102.222,107.85,106113748.4
3/24/2020,95.46,102.738,94.8,101,114475848.3
3/23/2020,86.72,88.4,82.1,86.858,82272753.77
3/20/2020,87.64,95.4,85.158,85.506,141427507.9
3/19/2020,74.9394,90.4,71.692,85.528,150977302.7
3/18/2020,77.8,80.972,70.102,72.244,118930798.2
3/17/2020,88.002,94.37,79.2,86.04,119972898.2
3/16/2020,93.8999,98.974,88.434,89.014,102447303.5
3/13/2020,119,121.514,100.4,109.324,113201248.3
3/12/2020,116.178,118.9,109.25,112.11,94545253.58
3/11/2020,128.04,130.716,122.6,126.846,67067948.99
3/10/2020,131.886,133.6,121.6,129.066,77972198.83
3/9/2020,121.078,132.5996,121,121.6,85368698.72
3/6/2020,138.0008,141.4,136.854,140.696,63314599.05
3/5/2020,144.754,149.15,143.614,144.908,54263299.19
3/4/2020,152.7921,153.304,144.9469,149.9,75244893.87
3/3/2020,161,161.396,143.2221,149.102,128919998.1
3/2/2020,142.252,148.738,137.334,148.724,100974948.5
2/28/2020,125.94,138.104,122.304,133.598,122820848.2
2/27/2020,146,147.954,133.8,135.8,121385798.2
2/26/2020,156.5,162.662,155.222,155.76,70769198.94
2/25/2020,169.8,171.32,157.4,159.982,86452398.7
2/24/2020,167.8,172.7,164.44,166.758,75960798.86
2/21/2020,181.396,182.612,176.09,180.2,71697248.92
2/20/2020,182.39,182.4,171.988,179.882,88174453.68
2/19/2020,184.7,188.956,180.204,183.484,127114803.1
2/18/2020,168.32,172,166.472,171.68,83491843.75
2/14/2020,157.444,162.594,157.1,160.006,78468553.82
2/13/2020,148.368,163.6,147,160.8,131446748
2/12/2020,155.574,157.95,152.674,153.458,60112349.1
2/11/2020,153.758,156.7012,151.6,154.876,58487349.12
2/10/2020,160,163.998,150.48,154.256,123445798.1
2/7/2020,146.11,153.95,146,149.614,85317598.72
2/6/2020,139.984,159.166,137.4,149.792,199403767
2/5/2020,164.652,169.196,140.8221,146.94,242119196.4
2/4/2020,176.592,193.798,166.776,177.412,304693805.4
2/3/2020,134.738,157.228,134.704,156,236167496.5
1/31/2020,128,130.6,126.504,130.114,78596353.82
1/30/2020,126.484,130.176,123.6,128.162,145028397.8
1/29/2020,115.138,117.96,113.486,116.198,91083348.63
1/28/2020,113.698,115.362,111.616,113.38,58942449.12
1/27/2020,108.398,112.888,107.856,111.604,68040353.98
1/24/2020,114.126,114.772,110.852,112.964,71767998.92
1/23/2020,112.85,116.4,111.1205,114.44,98255193.53
1/22/2020,114.378,118.9,111.82,113.912,156845142.6
1/21/2020,106.05,109.716,105.682,109.44,89017353.66
1/17/2020,101.522,103.134,100.632,102.1,68145353.98
1/16/2020,98.75,102.892,98.434,102.698,108683248.4
1/15/2020,105.952,107.568,103.3571,103.7,86844148.7
1/14/2020,108.851,109.482,104.98,107.584,145306902.8
1/13/2020,98.7,105.126,98.4,104.972,133172753
1/10/2020,96.358,96.988,94.74,95.63,64884149.03
1/9/2020,99.42,99.76,94.574,96.268,142315942.9
1/8/2020,94.74,99.698,93.646,98.428,155996952.7
1/7/2020,92.28,94.326,90.671,93.812,91045703.63
1/6/2020,88.094,90.312,88,90.308,50787499.24
1/3/2020,88.1,90.8,87.384,88.602,88973493.67
1/2/2020,84.9,86.1392,84.342,86.052,47791929.28
12/31/2019,81,84.258,80.416,83.666,51462299.23
12/30/2019,85.758,85.8,81.8518,82.94,63006349.05
12/27/2019,87,87.062,85.222,86.076,49784134.25
12/26/2019,85.582,86.696,85.27,86.188,53241449.2
12/24/2019,83.672,85.094,82.5375,85.05,40273599.4
12/23/2019,82.356,84.402,82,83.844,66664099
12/20/2019,82.058,82.6,80.037,81.118,73926048.89
12/19/2019,79.464,81.37,79.3,80.808,90601553.64
12/18/2019,76.126,79.044,76.116,78.63,70681953.94
12/17/2019,75.798,77.1,75.18,75.798,42518874.36
12/16/2019,72.51,76.722,72.5,76.3,91104693.63
12/13/2019,72.21,73.042,70.928,71.678,32445399.51
12/12/2019,70.984,72.548,70.646,71.936,38881054.42
12/11/2019,70.3753,71.438,70.218,70.54,34595809.48
12/10/2019,67.992,70.146,67.862,69.768,44199754.34
12/9/2019,67.318,68.89,67.016,67.906,45201084.32
12/6/2019,67,67.772,66.954,67.178,38094684.43
12/5/2019,66.566,66.8845,65.45,66.074,18684879.72
12/4/2019,67.55,67.572,66.57,66.606,27681274.58
12/3/2019,66.524,67.582,66.4372,67.24,33067379.5
12/2/2019,65.88,67.2765,65.7374,66.974,30409929.54
11/29/2019,66.222,66.252,65.5,65.988,12328144.82
11/27/2019,66.224,66.786,65.714,66.258,27817294.58
11/26/2019,67.054,67.1,65.42,65.784,39781194.4
11/25/2019,68.864,68.914,66.892,67.268,61728849.07
11/22/2019,68.032,68.2,66,66.608,84353203.73
11/21/2019,70.902,72.168,70.8008,70.966,30550064.54
11/20/2019,72,72.24,69.914,70.444,33669824.49
11/19/2019,70.35,71.998,69.56,71.904,38680389.42
11/18/2019,70.5834,70.63,69.22,69.998,22042524.67
11/15/2019,70.128,70.56,69.672,70.434,24062814.64
11/14/2019,69.222,70.768,68.582,69.87,32358514.51
11/13/2019,71,71.266,69.036,69.222,42339314.36
11/12/2019,69.38,70.074,68.808,69.986,36796914.45
11/11/2019,68.79,69.838,68.4,69.018,49968444.25
11/8/2019,66.9,67.492,66.5,67.428,30371104.54
11/7/2019,65.828,68.3,65.604,67.108,72336753.91
11/6/2019,63.6,65.344,62.9,65.316,39704659.4
11/5/2019,63.924,64.702,63.2236,63.444,34717084.48
11/4/2019,62.96,64.388,61.852,63.494,43935199.34
11/1/2019,63.264,63.296,61.96,62.662,31919644.52
10/31/2019,62.62,63.8,62.6,62.984,25334779.62
10/30/2019,62.6,63.758,61.994,63.002,48209049.28
10/29/2019,63.998,64.86,62.95,63.244,63421349.05
10/28/2019,65.508,68.168,64.52,65.542,94351443.58
10/25/2019,59.544,66,59.222,65.626,150030447.7
10/24/2019,59.674,60.986,57.84,59.936,149096147.8
10/23/2019,50.9,51.228,50.27,50.936,56080899.16
10/22/2019,50.864,51.666,50.17,51.116,23125474.65
10/21/2019,51.666,51.9,50.036,50.7,25540504.62
10/18/2019,52.14,52.56,51.02,51.39,28768329.57
10/17/2019,52.5,52.956,52.034,52.394,23895214.64
10/16/2019,51.478,52.42,51.384,51.95,33521514.5
10/15/2019,51.54,52,50.824,51.578,32397279.51
10/14/2019,49.58,51.71,49.426,51.392,51134299.23
10/11/2019,49.43,50.216,49.362,49.578,42440794.36
10/10/2019,49.056,49.856,48.316,48.948,31567084.53
10/9/2019,48.264,49.459,48.13,48.906,34675164.48
10/8/2019,47.174,48.788,46.9,48.01,43511689.35
10/7/2019,45.96,47.712,45.71,47.544,40434784.39
10/4/2019,46.322,46.956,45.614,46.286,40105899.4
10/3/2019,46.372,46.896,44.856,46.606,75688798.86
10/2/2019,48.658,48.93,47.886,48.626,31282739.53
10/1/2019,48.3,49.19,47.826,48.938,30981449.54
9/30/2019,48.6,48.796,47.2222,48.174,29730804.55
9/27/2019,48.44,49.742,47.746,48.426,55615899.17
9/26/2019,46.132,48.662,45.48,48.512,60393949.09
9/25/2019,44.912,45.796,43.672,45.74,47221429.29
9/24/2019,48.304,48.398,44.522,44.642,64705549.03
9/23/2019,48,49.0359,47.844,48.246,21958149.67
9/20/2019,49.298,49.3892,47.632,48.124,32531319.51
9/19/2019,49.2,49.588,48.968,49.32,24415674.63
9/18/2019,49,49.6337,48.474,48.698,21140514.68
9/17/2019,48.494,49.12,48.074,48.958,19734544.7
9/16/2019,49.2,49.486,48.234,48.562,23640479.65
9/13/2019,49.392,49.69,48.973,49.04,26565724.6
9/12/2019,49.54,50.7,48.88,49.174,42906049.36
9/11/2019,47.476,49.6348,47.2,49.42,50213899.25
9/10/2019,46.16,47.108,45.788,47.108,24418569.63
9/9/2019,46,46.752,45.846,46.358,24013344.64
9/6/2019,45.44,45.928,45.034,45.49,20946859.69
9/5/2019,44.5,45.96,44.17,45.916,37016604.44
9/4/2019,45.378,45.692,43.841,44.136,28843479.57
9/3/2019,44.816,45.79,44.632,45.002,26802729.6
8/30/2019,45.83,46.488,44.8426,45.122,46638874.3
8/29/2019,43.8,44.68,43.6,44.342,25915519.61
8/28/2019,42.738,43.45,42.462,43.118,16193124.76
8/27/2019,43.148,43.76,42.406,42.816,27103634.59
8/26/2019,42.72,43.004,42.308,43,25272069.62
8/23/2019,43.994,44.234,42.2,42.28,42798519.36
8/22/2019,44.56,45.08,43.644,44.43,32824819.51
8/21/2019,44.402,44.644,43.52,44.166,38998719.42
8/20/2019,45.524,45.818,44.908,45.172,20852634.69
8/19/2019,44.842,45.566,44.34,45.366,26558739.6
8/16/2019,43.332,44.448,43.204,43.988,26036879.61
8/15/2019,44.172,44.312,42.31,43.128,41159759.38
8/14/2019,46.242,46.3,43.338,43.924,47812954.28
8/13/2019,45.762,47.2,45.51,47,24344989.63
8/12/2019,46.598,47.154,45.75,45.802,23319684.65
8/9/2019,47.2108,47.792,46.762,47.002,19491219.71
8/8/2019,46.89,47.96,46.53,47.66,26371744.6
8/7/2019,45.3,46.7138,45.16,46.684,23882499.64
8/6/2019,46.376,46.5,45.15,46.15,27820999.58
8/5/2019,45.92,46.2735,45.155,45.664,35141394.47
8/2/2019,46.27,47.254,45.846,46.868,30682404.54
8/1/2019,48.53,48.902,46.354,46.77,41297579.38
7/31/2019,48.6,49.336,47.33,48.322,45891039.31
7/30/2019,46.58,48.672,46.436,48.452,40545069.39
7/29/2019,45.418,47.188,45.2065,47.154,46366654.3
7/26/2019,45.384,46.052,44.45,45.608,50138499.25
7/25/2019,46.7,46.9,45.11,45.764,112091248.3
7/24/2019,51.834,53.214,51.632,52.976,55364199.17
7/23/2019,51.342,52.096,50.9,52.034,25115604.62
7/22/2019,51.75,52.431,50.8382,51.136,34231364.49
7/19/2019,51.138,51.992,50.924,51.636,35242049.47
7/18/2019,51.01,51.15,50.377,50.708,23822414.64
7/17/2019,51.134,51.662,50.67,50.972,48823634.27
7/16/2019,49.86,50.706,49.5865,50.476,40744944.39
7/15/2019,49.6,50.884,48.972,50.7,55000449.17
7/12/2019,47.95,49.076,47.942,49.016,46002604.31
7/11/2019,47.628,48.3,47.16,47.72,37572149.44
7/10/2019,46.83,47.788,46.628,47.784,45728679.31
7/9/2019,45.794,46.2,45.456,46.012,30954174.54
7/8/2019,46.248,46.45,45.732,46.068,29402709.56
7/5/2019,46.914,47.09,46.16,46.62,35328684.47
7/3/2019,47.878,48.314,46.902,46.98,71005753.93
7/2/2019,45.778,45.83,44.444,44.91,46295134.31
7/1/2019,46.042,46.6199,45.256,45.434,41189819.38
6/28/2019,44.198,45.034,44.16,44.692,34256919.49
6/27/2019,43.89,44.58,43.47,44.568,31698549.52
6/26/2019,44.062,45.446,43.62,43.854,42536039.36
6/25/2019,44.878,45.068,43.898,43.952,30910354.54
6/24/2019,44.648,45.172,44.204,44.728,28753854.57
6/21/2019,43.244,44.436,43.1,44.372,41010384.38
6/20/2019,44.6,45.38,43.27,43.924,59317299.11
6/19/2019,45.022,45.554,44.212,45.286,32875674.51
6/18/2019,45.744,46.948,44.512,44.948,63578949.05
6/17/2019,43.096,45.4,42.854,45.006,61583999.08
6/14/2019,42.25,43.33,42.08,42.984,37167004.44
6/13/2019,42.076,42.98,41.5021,42.782,40841299.39
6/12/2019,44.59,44.676,41.8,41.852,75987693.86
6/11/2019,43.8288,44.18,42.7,43.42,58267699.13
6/10/2019,42.05,43.388,41.802,42.576,52925199.21
6/7/2019,41,42.1688,40.6998,40.9,80017648.8
6/6/2019,40.888,42.2,40.36,41.19,101210748.5
6/5/2019,39.736,40.2556,38.3697,39.318,67553798.99
6/4/2019,36.22,38.796,35.922,38.72,69037598.96
6/3/2019,37.102,37.336,35.3984,35.794,65322049.02
5/31/2019,37.02,37.9841,36.82,37.032,52033649.22
5/30/2019,37.75,38.451,37.404,37.644,39632379.41
5/29/2019,37.42,38.478,37.008,37.972,59843199.1
5/28/2019,38.24,39,37.57,37.74,51564499.23
5/24/2019,39.966,39.996,37.7501,38.126,70682848.94
5/23/2019,38.868,39.893,37.244,39.098,132735703
5/22/2019,39.82,40.788,38.356,38.546,93425943.6
5/21/2019,39.552,41.48,39.208,41.016,90019498.65
5/20/2019,40.56,41.2,39.05,41.072,102630993.5
5/17/2019,44.392,44.448,41.784,42.206,88933348.67
5/16/2019,45.898,46.2,45.3,45.666,37416364.44
5/15/2019,45.864,46.488,45.05,46.39,36479879.45
5/14/2019,45.86,46.9,45.6,46.462,36262059.46
5/13/2019,46.402,46.494,44.9,45.402,54173999.19
5/10/2019,47.95,48.398,47.204,47.904,35041679.47
5/9/2019,48.4,48.736,47.3887,48.396,33556904.5
5/8/2019,49.388,50.1198,48.84,48.968,30882199.54
5/7/2019,51.36,51.442,49.02,49.412,50657049.24
5/6/2019,50.004,51.67,49.7,51.068,54169699.19
5/3/2019,48.772,51.322,48.698,51.006,118533848.2
5/2/2019,49.104,49.426,47.544,48.82,90796698.64
5/1/2019,47.77,48,46.3,46.802,53521749.2
4/30/2019,48.412,48.842,47.4,47.738,47323139.29
4/29/2019,47.172,48.796,46.434,48.294,83572398.75
4/26/2019,49.3,49.336,46.226,47.028,111803553.3
4/25/2019,51,51.8,49.214,49.526,109246953.4
4/24/2019,52.77,53.064,51.6,51.732,53637249.2
4/23/2019,52.03,53.12,51.15,52.78,54719299.18
4/22/2019,53.8,53.936,52.496,52.55,60735699.09
4/18/2019,54.246,54.968,53.95,54.652,29381624.56
4/17/2019,54.95,54.958,53.707,54.246,25632339.62
4/16/2019,53.15,55,52.944,54.672,36364649.45
4/15/2019,53.726,53.776,51.726,53.276,50192899.25
4/12/2019,54.044,54.39,53.366,53.54,33729869.49
4/11/2019,53.66,54.1,53.12,53.684,49179634.26
4/10/2019,55.348,55.676,54.5785,55.212,35306564.47
4/9/2019,54.33,55,53.922,54.462,29520154.56
4/8/2019,55.538,56.232,54.088,54.64,52052199.22
4/5/2019,53.972,55.22,53.222,54.992,65191299.02
4/4/2019,52.378,54.24,52.118,53.556,118603648.2
4/3/2019,57.464,59.234,57.434,58.362,39649319.41
4/2/2019,57.66,57.888,56.776,57.176,27394699.59
4/1/2019,56.524,57.84,56.2562,57.836,40552194.39
3/29/2019,55.74,56.032,54.9,55.972,29956689.55
3/28/2019,55.432,56.066,55.02,55.724,33870464.49
3/27/2019,53.75,55.074,53.6368,54.966,43895829.34
3/26/2019,52.888,54.052,52.886,53.554,36754739.45
3/25/2019,51.942,52.636,50.892,52.084,51075149.23
3/22/2019,54.516,54.56,52.8,52.906,43728044.34
3/21/2019,54.52,55.29,53.69,54.804,29735489.55
3/20/2019,53.938,54.994,53.26,54.72,34541119.48
3/19/2019,53.5,54.66,52.692,53.494,59003149.11
3/18/2019,55.2,55.61,53.46,53.898,51404899.23
3/15/2019,56.702,56.7449,54.88,55.086,73927648.89
3/14/2019,58.49,59.078,57.658,57.992,35517234.47
3/13/2019,56.78,58.398,56.54,57.792,34223599.49
3/12/2019,57.298,57.614,56.212,56.672,37520684.44
3/11/2019,56.704,58.256,56.1,58.184,36961384.45
3/8/2019,55.382,57.118,55.178,56.828,44098124.34
3/7/2019,55.768,56.94,54.85,55.318,47212414.29
3/6/2019,55.296,56.3012,54.878,55.248,51677449.22
3/5/2019,56.4,56.8,54.02,55.308,93823698.59
3/4/2019,59.624,59.8,56.556,57.072,85484098.72
3/1/2019,61.388,61.426,58.38,58.958,114556903.3
2/28/2019,63.784,64,62.162,63.976,52603249.21
2/27/2019,60.356,63.259,60.11,62.948,55919549.16
2/26/2019,58.444,60.402,57.754,59.572,42912674.36
2/25/2019,59.582,60.5809,59.4001,59.754,33132609.5
2/22/2019,58.898,59.3,58.42,58.942,28702789.57
2/21/2019,60.362,60.648,58.1,58.246,44545909.33
2/20/2019,60.882,61.26,59.8,60.512,35710584.46
2/19/2019,61.312,62.3088,61.094,61.128,20842214.69
2/15/2019,60.9,61.6,60.78,61.576,19524734.71
2/14/2019,60.676,61.354,60.2,60.754,26004159.61
2/13/2019,62.47,62.55,61.114,61.634,25708084.61
2/12/2019,63.24,63.638,61.924,62.362,27587849.59
2/11/2019,62.32,63.72,62.1,62.568,35648564.47
2/8/2019,61.366,61.489,59.7,61.16,29221059.56
2/7/2019,62.66,62.94,60.6,61.502,32603054.51
2/6/2019,63.918,64.848,63.1248,63.444,25192729.62
2/5/2019,62.498,64.488,62.4499,64.27,33713824.49
2/4/2019,62.596,63.06,60.376,62.578,36760409.45
2/1/2019,61.084,63.22,60.7,62.442,36417204.45
1/31/2019,60.2,62.3127,58.8,61.404,62846249.06
1/30/2019,60.09,61.8,59.698,61.754,56251599.16
1/29/2019,59.054,59.7113,58.36,59.492,23108459.65
1/28/2019,58.582,59.492,57.55,59.276,32116394.52
1/25/2019,58.878,59.7039,57.91,59.408,36290389.46
1/24/2019,56.606,58.736,55.8566,58.302,40060774.4
1/23/2019,58.5,58.9,56.338,57.518,62649949.06
1/22/2019,60.964,61.6,59.1,59.784,60333699.09
1/18/2019,64.6,65.4259,59.946,60.452,120753798.2
1/17/2019,69.242,70.3,68.83,69.462,18383664.72
1/16/2019,68.956,70.4,68.7,69.21,23458694.65
1/15/2019,67,69.76,66.9,68.886,30282949.55
1/14/2019,68.476,68.5,66.8,66.88,26236419.61
1/11/2019,68.418,69.682,67.754,69.452,25195259.62
1/10/2019,66.88,69.078,66.358,68.994,30281769.55
1/9/2019,67.1,68.7005,66.294,67.706,27164724.59
1/8/2019,68.392,68.802,65.404,67.07,35042579.47
1/7/2019,64.344,67.348,63.5502,66.992,37756124.43
1/4/2019,61.2,63.6,60.546,63.538,36970579.45
1/3/2019,61.4,61.88,59.476,60.072,34825919.48
1/2/2019,61.22,63.026,59.76,62.024,58293249.13
12/31/2018,67.558,67.842,65.052,66.56,31511689.53
12/28/2018,64.62,67.248,63.682,66.774,49694959.25
12/27/2018,63.968,64.4343,60.3,63.226,42875664.36
12/26/2018,60,65.394,58.818,65.218,40815689.39
12/24/2018,62.7,62.9,59.039,59.078,27799564.58
12/21/2018,63.48,64.694,62.488,63.954,40084004.4
12/20/2018,65.4108,66.058,62.3738,63.076,45359289.32
12/19/2018,67.52,69.402,65.948,66.594,41370904.38
12/18/2018,70.108,70.31,66.738,67.406,35499999.47
12/17/2018,72.4,73.14,68.776,69.684,38370039.42
12/14/2018,75,75.574,72.866,73.142,31687774.52
12/13/2018,74.03,75.488,73.35,75.358,36829269.45
12/12/2018,73.884,74.382,73.032,73.32,25135239.62
12/11/2018,73.982,74.4338,72.046,73.352,31543844.53
12/10/2018,72,73.196,70.624,73.03,33067274.5
12/7/2018,73.8,75.898,71.53,71.593,57555899.14
12/6/2018,71.202,73.476,70.152,72.612,39212539.41
12/4/2018,71.21,73.736,70.4,71.94,42309724.37
12/3/2018,72,73.2,70.4,71.698,41532559.38
11/30/2018,68.366,70.32,67.653,70.096,28144474.58
11/29/2018,69.4,69.5,67.91,68.234,15403619.77
11/28/2018,69.198,69.656,68.442,69.574,20637889.69
11/27/2018,68.01,69.392,67.1,68.784,31791499.52
11/26/2018,65,69.244,65,69.2,39960704.4
11/23/2018,66.869,67.5,65.11,65.166,21013209.68
11/21/2018,70.4,70.62,67.4799,67.638,23434039.65
11/20/2018,68.35,69.96,66.71,69.498,40023544.4
11/19/2018,71.268,73.35,70.576,70.694,48544354.27
11/16/2018,69.038,71.14,69.024,70.862,36030954.46
11/15/2018,68.466,69.716,67.808,69.688,23128594.65
11/14/2018,68.54,69.422,67.43,68.8,25201434.62
11/13/2018,66.632,68.94,66.44,67.746,27242984.59
11/12/2018,69.674,69.956,66.068,66.256,34707614.48
11/9/2018,69.8,70.8,69.046,70.102,25494229.62
11/8/2018,69.7,71.5151,69.688,70.28,35453364.47
11/7/2018,68.668,70.236,68.16,69.632,36872604.45
11/6/2018,67.814,69.76,67.218,68.212,33814444.49
11/5/2018,68.1,68.791,66.028,68.28,39155239.41
11/2/2018,68.748,69.84,68.182,69.282,39039859.41
11/1/2018,67.652,69.568,66.945,68.856,40000659.4
10/31/2018,66.508,68.4,65.82,67.464,38121739.43
10/30/2018,65.678,67.58,64.452,65.98,45633519.32
10/29/2018,67.494,69.432,65.3,66.97,72430153.91
10/26/2018,61.65,67.98,61.33,66.18,137127597.9
10/25/2018,63.444,64.2,60.202,62.972,104203603.4
10/24/2018,60.21,60.888,57.146,57.7,100291298.5
10/23/2018,52.774,59.586,52.42,58.828,95138748.57
10/22/2018,52.136,52.372,50.518,52.19,28001299.58
10/19/2018,53.478,53.932,50.7,52,46877744.3
10/18/2018,53.858,54.2,52.6,52.782,27105919.59
10/17/2018,56.48,56.54,53.1606,54.356,43277709.35
10/16/2018,53.14,55.475,52.448,55.318,47632004.29
10/15/2018,51.812,52.656,50.9073,51.918,30999824.54
10/12/2018,52.2,52.398,50.402,51.756,36007019.46
10/11/2018,51.506,52.45,49.806,50.446,40838684.39
10/10/2018,52.922,53.102,49.554,51.376,64076399.04
10/9/2018,51.05,53.354,50.66,52.56,60302849.1
10/8/2018,52.904,53.552,49.8,50.112,67363248.99
10/5/2018,54.93,54.976,52,52.39,89722693.65
10/4/2018,58.79,58.8,55.534,56.366,49071059.26
10/3/2018,60.666,60.92,58.314,58.96,39974939.4
10/2/2018,62.79,63.368,59.83,60.204,58717549.12
10/1/2018,61.154,62.288,60.21,62.14,108887998.4
9/28/2018,54.052,55.6,52.111,52.954,168248437.5
9/27/2018,62.58,62.992,61.382,61.504,42545419.36
9/26/2018,60.382,62.778,60.2219,61.916,39216079.41
9/25/2018,60,60.92,59.3,60.198,22408644.66
9/24/2018,59.696,60.5999,58.716,59.936,24214804.64
9/21/2018,59.54,60.116,59.074,59.82,25252389.62
9/20/2018,60.712,61.196,58.666,59.666,36747104.45
9/19/2018,56.102,60,56.1,59.804,41474584.38
9/18/2018,59.338,60.528,55.1,56.992,82737598.76
9/17/2018,58.008,60.174,57.626,58.968,34437884.48
9/14/2018,57.752,59.4651,57.304,59.04,33828059.49
9/13/2018,57.604,59,57.036,57.892,31701679.52
9/12/2018,56.288,58.5,55.7293,58.108,50077149.25
9/11/2018,55.894,56.4,54.71,55.888,45849944.31
9/10/2018,54.652,57.206,54.2,57.1,71417648.93
9/7/2018,52.02,53.67,50.451,52.648,112459648.3
9/6/2018,56.96,58.234,55.776,56.19,37403799.44
9/5/2018,57.01,57.356,55.436,56.148,38604104.42
9/4/2018,59.388,59.638,57.6,57.79,41752344.37
8/31/2018,60.4,61.0616,59.72,60.332,26875519.6
8/30/2018,60.452,60.92,59.544,60.63,36083529.46
8/29/2018,62.054,62.37,60.738,61.002,37236959.44
8/28/2018,63.682,63.776,62.238,62.372,38245454.43
8/27/2018,63.6,64.487,61.762,63.854,65396449.02
8/24/2018,64.14,64.77,63.88,64.564,18012819.73
8/23/2018,63.828,65.464,63.62,64.02,25736429.61
8/22/2018,64.174,64.776,62.934,64.328,29729774.55
8/21/2018,62.122,64.958,61.8,64.38,65861149.01
8/20/2018,58.3408,61.7,57.64,61.688,87011698.69
8/17/2018,64.7,65.354,60.706,61.1,94793043.58
8/16/2018,67.982,68.456,66.764,67.09,30320164.55
8/15/2018,68.3812,68.898,66.428,67.738,45506289.32
8/14/2018,71.69,71.8399,69.42,69.528,34932139.48
8/13/2018,72.226,72.638,69.804,71.282,52319399.22
8/10/2018,70.8,72,69.2,71.098,57760199.13
8/9/2018,73.11,73.402,69.146,70.49,85919053.71
8/8/2018,73.818,76.528,73.424,74.068,122855798.2
8/7/2018,68.768,77.492,67.83,75.914,154378847.7
8/6/2018,69.092,70.996,68.364,68.398,42821654.36
8/3/2018,69.562,71,68.506,69.634,68282448.98
8/2/2018,65.688,69.998,64.632,69.908,116074803.3
8/1/2018,59.598,60.6,58.6,60.168,50647149.24
7/31/2018,58.45,59.664,57.814,59.628,25384579.62
7/30/2018,59.18,59.22,57.226,58.034,34070359.49
7/27/2018,61.45,61.5387,59.0681,59.436,28516629.57
7/26/2018,60.97,62.14,60.7282,61.33,23152609.65
7/25/2018,59.348,61.924,58.9005,61.748,35470899.47
7/24/2018,60.8842,61.5434,58.509,59.486,47953919.28
7/23/2018,60.368,61.1,58.572,60.64,54964749.18
7/20/2018,64.246,64.648,62.3419,62.716,25832734.61
7/19/2018,63.266,64.708,62.802,64.046,29576724.56
7/18/2018,65,65.1,63.25,64.77,28121054.58
7/17/2018,61.762,64.948,61.7,64.538,34981159.48
7/16/2018,62.342,63.032,61.25,62.02,39093274.41
7/13/2018,63.116,63.917,61.85,63.774,29378849.56
7/12/2018,64.286,64.646,62.554,63.342,28605829.57
7/11/2018,63.16,64.388,63.014,63.792,24420379.63
7/10/2018,64.912,65.5354,63.84,64.494,47357489.29
7/9/2018,62.398,63.704,61.6,63.702,37983764.43
7/6/2018,60.991,62.414,60.4,61.78,44327254.34
7/5/2018,62.752,62.878,59.244,61.832,87381843.69
7/3/2018,66.35,66.498,61.938,62.172,61413199.08
7/2/2018,72.014,72.956,65.97,67.014,93798848.59
6/29/2018,70.666,70.772,68.482,68.59,32461979.51
6/28/2018,69.732,71.404,69.222,69.986,41990024.37
6/27/2018,69,70.158,67.9,68.9,41668639.37
6/26/2018,67.2108,68.71,65.1598,68.4,37262434.44
6/25/2018,66.024,67.694,65.5,66.602,34656519.48
6/22/2018,70.308,70.45,66.4,66.726,51330299.23
6/21/2018,72.4,73.2428,69.254,69.502,39835724.4
6/20/2018,71.608,72.876,70.4,72.444,41918279.37
6/19/2018,73.032,74,69.25,70.51,63809499.04
6/18/2018,71.08,74.746,70.9,74.166,60366149.09
6/15/2018,70.768,72.934,70.25,71.634,54241249.19
6/14/2018,69.526,71.75,69.32,71.544,54905099.18
6/13/2018,69.3412,69.44,67.96,68.956,47349019.29
6/12/2018,68.94,70.994,67.6,68.554,111736998.3
6/11/2018,64.502,66.932,64.5,66.42,65917349.01
6/8/2018,63.8,64.896,63.43,63.532,41026004.38
6/7/2018,63.23,66,62.716,63.218,71726353.92
6/6/2018,60.1,64.434,59.496,63.9,93836348.59
6/5/2018,59.54,59.56,57.348,58.226,29975784.55
6/4/2018,58.868,59.8,58.7096,59.348,23989049.64
6/1/2018,57.172,58.39,56.7678,58.364,27121929.59
5/31/2018,57.442,58.074,56.586,56.946,29598604.56
5/30/2018,56.658,59.001,56.32,58.344,37448429.44
5/29/2018,55.702,57.3,55.23,56.752,28333199.58
5/25/2018,55.525,55.928,55.122,55.77,19375409.71
5/24/2018,55.68,56.222,54.978,55.57,20883539.69
5/23/2018,55.552,55.982,54.8,55.814,29925264.55
5/22/2018,57.5524,57.6,54.6844,55.002,44728779.33
5/21/2018,56.266,58.298,56.26,56.898,45912854.31
5/18/2018,56.93,56.93,54.8,55.364,36259439.46
5/17/2018,57.18,57.8375,56.794,56.908,22103059.67
5/16/2018,56.766,57.762,56.312,57.296,28370094.57
5/15/2018,57.002,57.392,56.1,56.836,47595539.29
5/14/2018,60.664,60.988,58.324,58.394,36434019.45
5/11/2018,61.54,61.776,59.816,60.212,23398244.65
5/10/2018,61.4999,62.598,60.8224,61.004,28257804.58
5/9/2018,60.082,61.402,60.01,61.37,28636824.57
5/8/2018,60.159,61.55,59.8,60.394,29649999.56
5/7/2018,59.5,61.1918,59.034,60.554,43391119.35
5/4/2018,56.6,59.372,55.904,58.818,42846769.36
5/3/2018,55.758,57.608,55.046,56.89,86760653.7
5/2/2018,59.714,61.37,59.5569,60.23,44851849.33
5/1/2018,58.702,60.164,58.644,59.984,23128014.65
4/30/2018,58.722,59.746,58.5,58.78,21140859.68
4/27/2018,57.074,58.894,56.766,58.815,21823129.67
4/26/2018,55.75,57.158,55.3,57.096,21780064.67
